CODE,TYPE,HEADING,LABELS,STOCKS,COST,DETAILS
 B6047817,bracelets,"Love bracelet, small model, 10 diamonds","yellow gold, diamonds",10,8100.00 INR,"Love bracelet, small model, 18K yellow gold, set with 10 brilliant-cut diamonds totaling 0.21 carats. Sold with a screwdriver. Width: 3.65mm."
 B6047917,bracelets,"Love bracelet, small model, 10 diamonds","pink gold, diamonds",10,8100.00 INR,"Love bracelet, small model, 18K rose gold, set with 10 brilliant-cut diamonds totaling 0.21 carats. Sold with a screwdriver. Width: 3.65mm."
 N6708617,bracelets,Juste un Clou bracelet,"pink gold, diamonds",10,81000.00 INR,"Juste un Clou bracelet, 18K pink gold, set with 624 brilliant-cut diamonds totaling 3.61 carats."
 B6064717,bracelets,Love bracelet,white gold,10,8150.00 INR,"Love bracelet, 18K white gold."
 B6045517,bracelets,Diamants LÃ©gers bracelet XS,"white gold, diamond",10,820.00 INR,"Diamants LÃ©gers bracelet, 18K white gold, set with a brilliant-cut diamond of 0.04 carats."
 B6036317,bracelets,Love bracelet,"white gold, aquamarines, sapphires, spinels, amethysts",10,8250.00 INR,"# LOVE# bracelet, 18K white gold, set with 2 aquamarines, 2 pink sapphires, 2 blue sapphires, 2 purple spinels and 2 amethysts. Sold with a screwdriver. Width: 6.1mm."
 N6713417,bracelets,Cactus de Cartier bracelet,"yellow gold, diamonds",10,84000.00 INR,"Cactus de Cartier bracelet, 18K yellow gold, set with 223 brilliant-cut diamonds totaling 4.26 carats."
 B6064516,bracelets,PanthÃ¨re de Cartier bracelet,"yellow gold, tsavorite garnets, diamonds",10,8750.00 INR,"PanthÃ¨re de Cartier bracelet, 18K yellow gold, black lacquer, set with one tsavorite garnet and 19 brilliant-cut diamonds totaling 0.07 carats."
 B6046516,bracelets,PanthÃ¨re de Cartier bracelet,"pink gold, tsavorite garnets, diamonds",10,8750.00 INR,"PanthÃ¨re de Cartier bracelet, 18K pink gold, black lacquer, set with a tsavorite garnet and 19 brilliant-cut diamonds totaling 0.07 carats."
 B6065217,bracelets,Clash de Cartier bracelet Medium Model,pink gold,10,8750.00 INR,"Clash de Cartier bracelet, medium model, 18K pink gold. Width: 8mm"
 N6712517,bracelets,Juste un Clou bracelet,"yellow gold, diamonds",10,87500.00 INR,"Juste un Clou bracelet, large model, 18K yellow gold, set with 236 brilliant-cut diamonds totaling 4.40 carats."
 N6711917,bracelets,Juste un Clou bracelet,"pink gold, diamonds",10,87500.00 INR,"Juste un Clou bracelet, large model, 18K pink gold, set with 236 brilliant-cut diamonds totaling 4.40 carats."
 N6035317,bracelets,PanthÃ¨re de Cartier bracelet,"yellow gold, diamonds, emeralds, onyx",10,88000.00 INR,"PanthÃ¨re de Cartier bracelet, 18K yellow gold, set with 360 brilliant-cut diamonds totaling 4.33 carats. Emeralds, onyx."
 H6020116,bracelets,Agrafe bracelet,"pink gold, diamonds",10,89500.00 INR,"Agrafe RÃ©sille bracelet, 18K pink gold, set with 459 brilliant-cut diamonds totaling 10.69 carats."
 H6020117,bracelets,Agrafe bracelet,"pink gold, diamonds",10,89500.00 INR,"Agrafe RÃ©sille bracelet, 18K pink gold, set with 459 brilliant-cut diamonds totaling 10.69 carats."
 B6013302,bracelets,Trinity bracelet,"white gold, yellow gold, pink gold",10,9100.00 INR,"Trinity bracelet, medium model, 18K white gold, 18K pink gold, 18K yellow gold."
 B6037300,bracelets,Saphirs LÃ©gers de Cartier bracelet,"pink gold, pink sapphire",10,920.00 INR,"Saphirs LÃ©gers de Cartier bracelet, 18K pink gold, set with a pink sapphire."
 B6065717,bracelets,Clash de Cartier bracelet Medium Model,white gold,10,9350.00 INR,"Clash de Cartier bracelet, medium model, rhodiumized 18K white gold. Width: 8mm"
 H6020016,bracelets,Agrafe bracelet,"white gold, diamonds",10,96000.00 INR,"Agrafe RÃ©sille bracelet, 18K white gold, set with 459 brilliant-cut diamonds totaling 10.69 carats."
 N8515192,earrings,Love earrings,"pink gold, diamond",15,10400.00 INR,"Love earrings, 18K pink gold, each set with 48 brilliant-cut diamonds totaling 0.51 carat."
 B8301248,earrings,Cactus de Cartier earrings,"pink gold, diamonds",15,10500.00 INR,"Cactus de Cartier earrings, 18K pink gold, each set with 3 brilliant-cut diamonds totaling 0.05 carats."
 B8301215,earrings,Diamants LÃ©gers earrings XS,"yellow gold, diamonds",15,1060.00 INR,"Diamants LÃ©gers earrings, 18K yellow gold, each set with a brilliant-cut diamond of 0.04 carats."
 N8515193,earrings,Love earrings,"white gold, diamond",15,11100.00 INR,"Love earrings, 18K white gold, each set with 48 brilliant-cut diamonds totaling 0.51 carat."
 B8032200,earrings,Caresse dâ€™OrchidÃ©es par Cartier earrings,"white gold, diamonds",15,11100.00 INR,"Caresse d'OrchidÃ©es par Cartier earrings, small model, 18K white gold, each set with 27 brilliant-cut diamonds totaling 0.31 carat."
 B8044700,earrings,PanthÃ¨re de Cartier earrings,"yellow gold, lacquer, diamonds, tsavorite garnets, onyx",15,11200.00 INR,"PanthÃ¨re de Cartier earrings, 18K yellow gold, black lacquer, each set with 5 brilliant-cut diamonds totaling 0.01 carat. Tsavorite garnets, onyx."
 B8301213,earrings,Diamants LÃ©gers earrings XS,"white gold, diamonds",15,1140.00 INR,"Diamants LÃ©gers earrings, 18K white gold, each set with a brilliant-cut diamond of 0.04 carats."
 N8515136,earrings,Cactus de Cartier earrings,"yellow gold, aventurine, diamonds",15,11800.00 INR,"Cactus de Cartier earrings, 18K yellow gold, set with 4 aventurines and 8 brilliant-cut diamonds totaling 0.14 carat."
 B8017100,earrings,Trinity earrings,"white gold, yellow gold, pink gold",15,1250.00 INR,"Trinity earrings, 18K white gold, 18K rose gold, 18K yellow gold. Inner diameter 10mm."
 N8515098,earrings,Etincelle de Cartier earrings,"pink gold, diamonds",15,12700.00 INR,"Etincelle de Cartier hoop earrings, medium model, 18K pink gold, each set with 91 brilliant-cut diamonds totaling 0.49 carats."
 N8515097,earrings,Etincelle de Cartier earrings,"yellow gold, diamonds",15,12700.00 INR,"Etincelle de Cartier hoop earrings, medium model, 18K yellow gold, each set with 91 brilliant-cut diamonds totaling 0.49 carats."
 B8032600,earrings,"Maillon PanthÃ¨re earrings, 3 diamond-paved rows","white gold, diamonds",15,13000.00 INR,"Maillon PanthÃ¨re earrings, 18K white gold, each set with 36 brilliant-cut diamonds totaling 0.29 carat."
 N8515156,earrings,Agrafe earrings,"pink gold, diamonds",15,13100.00 INR,"Agrafe earrings, 18K pink gold, onyx, each set with 42 brilliant-cut diamond totaling 1.24 carats."
 B8031900,earrings,Trinity earrings,"white gold, yellow gold, pink gold, diamonds",15,13600.00 INR,"Trinity earrings, 18K white gold, 18K rose gold, 18K yellow gold, each set with 71 brilliant-cut diamonds totaling 0.08 carats. Inner diameter 13.4mm."
 N8500300,earrings,Trinity earrings,"white gold, ceramic, diamonds",15,13600.00 INR,"Trinity earrings, 18K white gold, black ceramic, each set with 44 brilliant-cut diamonds totaling 0.19 carat."
 B8301254,earrings,Love earrings,pink gold,15,1370.00 INR,"Love earrings, 18K rose gold. Inner diameter 7.2mm."
 B8301255,earrings,Love earrings,yellow gold,15,1370.00 INR,"Love earrings, 18K yellow gold. Inner diameter 7.2mm."
 N8050700,earrings,PanthÃ¨re de Cartier earrings,"white gold, diamonds, emeralds, onyx",15,13700.00 INR,"PanthÃ¨re de Cartier earrings, 18K white gold, each set with 63 brilliant-cut diamonds totaling 0.38 carat. Emeralds, onyx."
 N8515218,earrings,Clash de Cartier earring Large Model,"pink gold, amazonite",15,13700.00 INR,"Clash de Cartier earring, large model, 18K pink gold, amazonite."
 B8043400,earrings,Saphirs LÃ©gers de Cartier earrings,"pink gold, pink sapphires",15,1420.00 INR,"Saphirs LÃ©gers de Cartier earrings, 18K pink gold, each set with a pink sapphire."
 B8301256,earrings,Love earrings,white gold,15,1470.00 INR,"Love earrings, 18K white gold. Inner diameter 7.2mm."
 N8515095,earrings,Etincelle de Cartier earrings,"pink gold, diamonds",15,14700.00 INR,"Etincelle de Cartier hoop earrings, large model, 18K pink gold, each set with 60 brilliant-cut diamonds totaling 0.70 carats."
 N8515096,earrings,Etincelle de Cartier earrings,"yellow gold, diamonds",15,14700.00 INR,"Etincelle de Cartier hoop earrings, large model, 18K yellow gold, each set with 60 brilliant-cut diamonds totaling 0.70 carats."
 N8515086,earrings,"Etincelle de Cartier earrings, large model","white gold, diamonds",15,15700.00 INR,"Etincelle de Cartier hoop earrings, large model, 18K white gold, each set with 60 brilliant-cut diamonds totaling 0.70 carats."
 HP800976,earrings,PanthÃ¨re de Cartier earrings,"white gold, emeralds, onyx, diamonds",15,160000.00 INR,"Earrings - 18K white gold, 10 emeralds, 444 brilliant-cut diamonds totaling 5.95 carats, onyx."
 N8515133,earrings,Reflection de Cartier earrings,"white gold, diamonds",15,17000.00 INR,"Reflection de Cartier earrings, 18K white gold, each set with 1 troidia-cut diamond, 2 princess-cut diamonds and 7 baguette-cut diamonds totaling 0.77 carats."
 B8301424,earrings,Love single earring,"white gold, diamond",15,1750.00 INR,"Love earring, 18K white gold, set with 12 brilliant-cut diamonds totaling 0.05 carat. Diameter: 12 mm. Sold individually."
 B8028800,earrings,Love earrings,yellow gold,15,1770.00 INR,"Love earrings, 18K yellow gold. Width: 2.65mm. Inner diameter 10mm."
 B8029000,earrings,Love earrings,pink gold,15,1770.00 INR,"Love earrings, 18K rose gold. Width: 2.65mm. Inner diameter 10mm."
 HP800918,earrings,PanthÃ¨re de Cartier earrings,"platinum, sapphires, onyx, diamonds",15,177000.00 INR,"Earrings - 950â€° platinum, 327 brilliant-cut diamonds totaling 4.65 carats, sapphires, onyx."
 B8301405,earrings,Diamants LÃ©gers earrings,"yellow gold, diamonds",15,1840.00 INR,"Diamants LÃ©gers earrings, 18K yellow gold, each set with a brilliant-cut diamond totaling 0.18 carat."
 B8301406,earrings,Diamants LÃ©gers earrings,"pink gold, diamonds",15,1840.00 INR,"Diamants LÃ©gers earrings, 18K pink gold, each set with a brilliant-cut diamond totaling 0.18 carat."
 B8028900,earrings,Love earrings,white gold,15,1890.00 INR,"Love earrings, 18K white gold. Width: 2.65mm. Inner diameter 10mm."
 H8000128,earrings,Les Oiseaux LibÃ©rÃ©s earrings,"white gold, sapphires, emeralds, gray mother-of-pearl, diamonds",15,194000.00 INR,"Les Oiseaux LibÃ©rÃ©s earrings, 18K white gold, gray mother-of pearl, emeralds, sapphire beads, each set with 202 brilliant-cut diamonds totaling 1.19 carats."
 B8301407,earrings,Diamants LÃ©gers earrings,"white gold, diamonds",15,1980.00 INR,"Diamants LÃ©gers earrings, 18K white gold, each set with a brilliant-cut diamond totaling 0.09 carat."
 N8515172,earrings,Etincelle de Cartier earrings,"white gold, diamonds",15,19900.00 INR,"Ã‰tincelle de Cartier earrings, 18K white gold, each set with 2 square-cut diamonds totaling 0.32 carat and 15 brilliant-cut diamonds totaling 1.02 carats."
 B8043200,earrings,Trinity earrings,"white gold, yellow gold, pink gold, diamonds",15,2040.00 INR,"Trinity earrings, 18K white gold, 18K rose gold, 18K yellow gold, each set with 1 brilliant-cut diamonds totaling 0.04 carats. Inner diameter 7.3mm."
 N8515137,earrings,Etincelle de Cartier earrings,"white gold, diamonds",15,20400.00 INR,"Ã‰tincelle de Cartier earrings, 18K white gold, each set with 74 brilliant-cut diamonds totaling 1.73 carats."
 B8041700,earrings,C de Cartier earrings,"pink gold, pearl",15,2080.00 INR,"C de Cartier earrings, 18K pink gold, each set with an Akoya pearl."
 N8515171,earrings,Etincelle de Cartier earring,"white gold, diamonds",15,21200.00 INR,"Ã‰tincelle de Cartier ring, 18K white gold, set with 6 princess-cut diamonds totaling 0.39 carat and 34 brilliant-cut diamonds totaling 1.22 carats."
 H8000129,earrings,Les Oiseaux LibÃ©rÃ©s earrings,"white gold, emeralds, mother-of-pearl, diamonds",15,217000.00 INR,"Les Oiseaux LibÃ©rÃ©s earrings, 18K white gold, gray mother-of pearl, emeralds, emerald beads, each set with 202 brilliant-cut diamonds totaling 1.19 carats."
 B8041800,earrings,C de Cartier earrings,"white gold, pearl",15,2220.00 INR,"C de Cartier earrings, 18K white gold, each set with an Akoya cultured pearl."
 N8515094,earrings,Reflection de Cartier earrings,"white gold, diamonds",15,22400.00 INR,"Reflection de Cartier earrings, small model, 18K white gold, each set with 4 brilliant-cut diamonds totaling 0.34 carat and 4 baguette-cut diamonds totaling 0.90 carat."
 N8515139,earrings,Etincelle de Cartier earring,"white gold, diamonds",15,22400.00 INR,"Ã‰tincelle de Cartier ring, 18K white gold, set with 96 brilliant-cut diamonds totaling 1.90 carats."
 N8515009,earrings,Juste un Clou earrings,"pink gold, diamonds",15,22900.00 INR,"Juste un Clou earrings, 18K pink gold, set with 176 brilliant-cut diamonds totaling 1.26 carats."
 80083231,earrings,Trinity earrings,"white gold, yellow gold, pink gold",15,2300.00 INR,"Trinity earrings, 18K white gold, 18K rose gold, 18K yellow gold. Width: 3.3mm. Inner diameter 13.2mm."
 N8515008,earrings,Juste un Clou earrings,"white gold, diamonds",15,24600.00 INR,"Juste un Clou earrings, 18K white gold, set with 176 brilliant-cut diamonds totaling 1.26 carats."
 N8515072,earrings,PanthÃ¨re de Cartier earrings,"yellow gold, diamonds, tsavorite garnets, onyx",15,24700.00 INR,"PanthÃ¨re de Cartier drop earrings, 18K yellow gold, set with 34 brilliant-cut diamonds totaling 0.09 carats, tsavorite garnet eyes, onyx."
 H8000127,earrings,Les Oiseaux LibÃ©rÃ©s earrings,"white gold, rubies, emeralds, mother-of-pearl, diamonds",15,251000.00 INR,"Les Oiseaux LibÃ©rÃ©s earrings, 18K white gold, gray mother-of pearl, emeralds, ruby beads, each set with 202 brilliant-cut diamonds totaling 1.19 carats."
 N8515186,earrings,Agrafe earrings,"pink gold, diamonds",15,25900.00 INR,"Agrafe earrings, 18K pink gold, each set with 79 brilliant-cut pavÃ© diamonds totaling 2.77 carats."
 N8515187,earrings,Agrafe earrings,"yellow gold, diamonds",15,25900.00 INR,"Agrafe earrings, 18K yellow gold, each set with 79 brilliant-cut pavÃ© diamonds totaling 2.77 carats."
 B8301235,earrings,Juste un Clou earrings,yellow gold,15,2620.00 INR,"Juste un Clou hoop earrings, 18K yellow gold. Width: 1.8mm. Inner diameter 12.75mm."
 B8041500,earrings,"Diamants LÃ©gers earrings, MM","pink gold, diamonds",15,2750.00 INR,"Diamants LÃ©gers earrings, 18K pink gold, each set with a brilliant-cut diamond totaling 0.26 carat."
 B8041600,earrings,"Diamants LÃ©gers earrings, MM","yellow gold, diamonds",15,2750.00 INR,"Diamants LÃ©gers earrings, 18K yellow gold, each set with a brilliant-cut diamond of 0.26 carat."
 N8515188,earrings,Agrafe earrings,"white gold, diamonds",15,27700.00 INR,"Agrafe earrings, 18K white gold, each set with 79 brilliant-cut pavÃ© diamonds totaling 2.77 carats."
 B8301236,earrings,Juste un Clou earrings,white gold,15,2800.00 INR,"Juste un Clou hoop earrings, 18K white gold. Width: 1.8mm. Inner diameter 12.75mm."
 B8301238,earrings,"Amulette de Cartier earrings, XS model","yellow gold, white mother-of-pearl, diamonds",15,2910.00 INR,"Amulette de Cartier earrings, XS model, 18K yellow gold, white mother-of-pearl, set with 2 brilliant-cut diamonds totaling 0.05 carats. Diameter of motifs: 12 mm."
 B8301239,earrings,"Amulette de Cartier earrings, XS model","pink gold, onyx, diamonds",15,2910.00 INR,"Amulette de Cartier earrings, XS model, 18K pink gold, onyx, set with 2 brilliant-cut diamonds totaling 0.05 carats. Diameter of motifs: 12 mm."
 B8041400,earrings,"Diamants LÃ©gers earrings, MM","white gold, diamonds",15,2940.00 INR,"Diamants LÃ©gers earrings, 18K white gold, each set with a brilliant-cut diamond of 0.26 carat."
 N8515099,earrings,Cactus de Cartier earrings,"pink gold, spinels, diamonds",15,30800.00 INR,"Cactus de Cartier earrings, 18K pink gold, each set with 4 spinels and 4 brilliant-cut diamonds totaling 0.07 carats."
 N8515093,earrings,Cactus de Cartier earrings,"yellow gold, diamonds",15,30800.00 INR,"Cactus de Cartier earrings, 18K yellow gold, each set with 12 brilliant-cut diamonds totaling 0.23 carats."
 N8515129,earrings,Reflection de Cartier earrings,"white gold, diamonds",15,30800.00 INR,"Reflection de Cartier earrings, 18K white gold, each set with 5 baguette-cut diamonds totaling 1.12 carats and 10 brilliant-cut diamonds totaling 0.95 carats."
 B8022500,earrings,Love earrings,yellow gold,15,3150.00 INR,"Love earrings, 18K yellow gold. Width: 5.7mm."
 H8000466,earrings,Pluie de Cartier earrings,"white gold, diamonds",15,32000.00 INR,"Pluie de Cartier earrings, 18K white gold, each set with 20 brilliant-cut diamonds totaling 2.06 carats."
 B8033100,earrings,Caresse dâ€™OrchidÃ©es par Cartier earrings,"pink gold, diamonds",15,3300.00 INR,"Caresse d'OrchidÃ©es par Cartier earrings, small model, 18K pink gold, each set with 1 brilliant-cut diamond of 0.01 carat."
 B8301244,earrings,Etincelle de Cartier earrings,"pink gold, diamonds",15,3350.00 INR,"Etincelle de Cartier hoop earrings, small model, 18K pink gold, each set with 19 brilliant-cut diamonds totaling 0.13 carats."
 B8301245,earrings,Etincelle de Cartier earrings,"yellow gold, diamonds",15,3350.00 INR,"Etincelle de Cartier hoop earrings, small model, 18K yellow gold, each set with 19 brilliant-cut diamonds totaling 0.13 carats."
 B8301226,earrings,"Etincelle de Cartier earrings, small model","white gold, diamonds",15,3550.00 INR,"Etincelle de Cartier hoop earrings, small model, 18K white gold, each set with 19 brilliant-cut diamonds totaling 0.13 carats."
 B8028200,earrings,Love earrings,yellow gold,15,3750.00 INR,"Love earrings, 18K yellow gold. Width: 3.6mm. Inner diameter 32.6mm."
 N8503200,earrings,PanthÃ¨re de Cartier earrings,"white gold, diamonds, emeralds, onyx",15,37700.00 INR,"PanthÃ¨re de Cartier earrings, 18K white gold, each set with 76 brilliant-cut diamonds totaling 0.72 carat. Emeralds, onyx."
 B8301415,earrings,Clash de Cartier earrings Small Model,pink gold,15,3900.00 INR,"Clash de Cartier earrings, small model, 18K pink gold. Width: 6.4mm. Inner diameter: 16.2mm"
 B8301433,earrings,Love earrings,"pink gold, diamond",15,4050.00 INR,"Love earrings, 18K pink gold, each set with 3 brilliant-cut diamonds totaling 0.13 carat."
 B8301230,earrings,"Amulette de Cartier earrings, XS model","pink gold, onyx, diamonds",15,4150.00 INR,"Amulette de Cartier earrings, XS model, 18K pink gold, onyx, set with 4 brilliant-cut diamonds totaling 0.14 carats. Diameter of motifs: 12 mm."
 B8301229,earrings,"Amulette de Cartier earrings, XS model","yellow gold, white mother-of-pearl, diamonds",15,4150.00 INR,"Amulette de Cartier earrings, XS model, 18K yellow gold, white mother-of-pearl, set with 4 brilliant-cut diamonds totaling 0.14 carats. Diameter of motifs: 12 mm."
 B8301211,earrings,Juste un Clou earrings,pink gold,15,4600.00 INR,"Juste un Clou earrings, 18K rose gold. Width: 1.8mm. Inner diameter 40mm."
 B8022900,earrings,"Love earrings, 2 diamonds","yellow gold, diamonds",15,4650.00 INR,"Love earrings, 18K yellow gold, each set with 1 brilliant-cut diamond totaling 0.07 carats. Width: 5.7mm."
 B8301218,earrings,Love earrings,"pink gold, diamonds",15,4650.00 INR,"Love earrings, 18K rose gold, each set with 1 brilliant-cut diamonds totaling 0.07 carats. Width: 5.7mm."
 B8301421,earrings,Love single earring,yellow gold,15,500.00 INR,"Love single earring, 18K yellow gold. Diameter 6 mm. Sold individually."
 B8301422,earrings,Love single earring,pink gold,15,5000 INR,"Love single earring, 18K pink gold. Diameter 12mm. Sold individually."
 B8028300,earrings,Love earrings,white gold,15,5000 INR,"Love earrings, 18K white gold. Width: 3.6mm. Inner diameter 32.6mm."
 N8515073,earrings,PanthÃ¨re de Cartier earrings,"white gold, emeralds, diamonds, onyx",15,5000 INR,"PanthÃ¨re de Cartier drop earrings, 18K white gold, set with 252 brilliant-cut diamonds totaling 1.48 carats, emerald eyes, onyx."
 B8301257,earrings,Cactus de Cartier earrings,"yellow gold, diamonds",15,5000 INR,"Cactus de Cartier earrings, 18K yellow gold, set with 4 brilliant-cut diamonds totaling 0.07 carats."
 B8043100,earrings,"Etincelle de Cartier earrings, small model","white gold, diamonds",15,5000 INR,"Ã‰tincelle de Cartier earrings, small model, 18K white gold, each set with 46 diamonds totaling 0.36 carats."
 N8515087,earrings,"Etincelle de Cartier earrings, medium model","white gold, diamonds",15,5000 INR,"Etincelle de Cartier hoop earrings, medium model, 18K white gold, each set with 91 brilliant-cut diamonds totaling 0.49 carats."
 B8301214,earrings,Diamants LÃ©gers earrings XS,"pink gold, diamonds",15,5000 INR,"Diamants LÃ©gers earrings, 18K pink gold, each set with a brilliant-cut diamond of 0.04 carats."
 N8515190,earrings,Etincelle de Cartier earrings,"pink gold, diamonds",15,5000 INR,"Ã‰tincelle de Cartier earrings, 18K pink gold, each set with 74 brilliant-cut diamonds totaling 1.73 carats."
 HP800859,earrings,Diamond Collection earrings,"platinum, diamonds",15,5000 INR,"Earrings - platinum, 158 brilliant-cut diamonds totaling 5.06 carats."
 B8301234,earrings,Juste un Clou earrings,pink gold,15,5000 INR,"Juste un Clou hoop earrings, 18K rose gold. Width: 1.8mm. Inner diameter 12.75mm."
 B8301212,earrings,Juste un Clou earrings,"pink gold, diamonds",15,5000 INR,"Juste un Clou earrings, 18K pink gold, set with 28 brilliant-cut diamonds totaling 0.17 carats. Width: 1.8mm. Inner diameter 40mm."
 N8515134,earrings,Pluie de Cartier earrings,"white gold, diamonds",15,5000 INR,"Pluie de Cartier earrings, 18K white gold, each set with 17 brilliant-cut diamonds totaling 1.92 carats."
 B8301416,earrings,Clash de Cartier earrings Small Model,pink gold,15,5000 INR,"Clash de Cartier earrings, small model, 18K pink gold. Width: 6.4mm. Inner diameter: 37.8mm"
 N8515173,earrings,Clash de Cartier earrings Diamonds,"pink gold, diamonds",15,5000 INR,"Clash de Cartier earrings, 18K pink gold, each set with 14 brilliant-cut diamonds totaling 0.41 carats. Width: 6.8mm. Inner diameter: 16.2mm"
 B8022800,earrings,"Love earrings, 2 diamonds","white gold, diamonds",15,5000.00 INR,"Love earrings, 18K white gold, each set with 1 brilliant-cut diamond totaling 0.07 carats. Width: 5.7mm."
 B8301408,earrings,Ecrou de Cartier earrings,pink gold,15,5000.00 INR,"Ecrou de Cartier earrings, 18K pink gold."
 B8031700,earrings,Trinity earrings,"white gold, yellow gold, pink gold, diamonds",15,5600.00 INR,"Trinity earrings, 18K white gold, 18K pink gold, 18K yellow gold, each set with 6 brilliant-cut diamonds totaling 0.08 carat."
 H8000238,earrings,Cactus de Cartier earrings,"yellow gold, emeralds, carnelians, diamonds",15,57000.00 INR,"Cactus de Cartier earrings, 18K yellow gold, emeralds, carnelians, each set with 11 brilliant-cut diamonds totaling 0.19 carats."
 B8045300,earrings,Trinity earrings,"white gold, yellow gold, pink gold, diamonds",15,5900.00 INR,"Trinity earrings, 18K white gold, 18K rose gold, 18K yellow gold, set 1 brilliant-cut diamonds totaling 0.18 carats. Inner diameter 5.3mm."
 N8515135,earrings,Pluie de Cartier earrings,"white gold, diamonds",15,59000.00 INR,"Pluie de Cartier earrings, 18K white gold, each set with 6 pear-shaped diamonds totaling 3.52 carats and 12 brilliant-cut diamonds totaling 0.79 carat."
 N8515141,earrings,Cactus de Cartier earrings,"yellow gold, diamonds",15,60500.00 INR,"Cactus de Cartier earrings, 18K yellow gold, set with 170 brilliant-cut diamonds totaling 3.50 carats."
 H8000215,earrings,Reflection de Cartier earrings,"white gold, diamonds",15,65000.00 INR,"Reflection de Cartier earrings, large model, 18K white gold, each set with 19 brilliant-cut diamonds totaling 0.81 carats, and with 10 baguette-cut diamonds totaling 1.08 carats."
 B8301251,earrings,"Amulette de Cartier earrings, XS model","pink gold, onyx, white mother-of-pearl, diamond",15,6700.00 INR,"Amulette de Cartier earrings, extra-small model, 18K pink gold, onyx, white mother-of-pearl, each set with 2 brilliant-cut diamond totaling 0.11 carat. Motif diameter: 12 mm."
 H8000654,earrings,Pluie de Cartier earrings,"white gold, diamonds",15,68500.00 INR,"Pluie de Cartier earrings, 18K white gold, each set with 47 brilliant-cut diamonds totaling 4.08 carats and 2 baguette-cut diamonds totaling 0.21 carat."
 N8515101,earrings,Etincelle de Cartier earrings,"white gold, diamonds",15,7000.00 INR,"Etincelle de Cartier earrings, 18K white gold, each set with 6 brilliant-cut diamonds totaling 0.26 carats."
 B8301225,earrings,Juste un Clou earrings,"yellow gold, diamonds",15,7000.00 INR,"Juste un Clou earrings, 18K yellow gold, set with 28 brilliant-cut diamonds totaling 0.17 carats. Width: 1.8mm. Inner diameter 40mm."
 H8000330,earrings,PanthÃ¨re de Cartier earrings,"white gold, emeralds, onyx, diamonds",15,70500.00 INR,"PanthÃ¨re de Cartier hoop earrings, 18K white gold, set with emerald eyes, onyx spots, onyx nose and 478 diamonds totaling 3.11 carats"
 B8301246,earrings,Etincelle de Cartier earrings,"pink gold, diamonds",15,7350.00 INR,"Etincelle de Cartier hoop earrings, medium model, 18K pink gold, each set with 37 brilliant-cut diamonds totaling 0.33 carats."
 B8301247,earrings,Etincelle de Cartier earrings,"yellow gold, diamonds",15,7350.00 INR,"Etincelle de Cartier hoop earrings, medium model, 18K yellow gold, each set with 37 brilliant-cut diamonds totaling 0.33 carats."
 B8301227,earrings,"Etincelle de Cartier earrings, medium model","white gold, diamonds",15,7850.00 INR,"Etincelle de Cartier hoop earrings, medium model, 18K white gold, each set with 37 brilliant-cut diamonds totaling 0.33 carats."
 H8000334,earrings,Reflection de Cartier earrings,"white gold, diamonds",15,80000.00 INR,"Reflection de Cartier earring, large model, 18K white gold, set with 27 baguette-cut diamonds totaling 2.53 carats, 5 princess-cut diamonds totaling 1.53 carats and 2 troidia-cut diamonds totaling 0.89 carats."
 H8000454,earrings,Reflection de Cartier earrings,"white gold, diamonds",15,80000.00 INR,"Reflection de Cartier earring, large model, 18K white gold, set with 27 baguette-cut diamonds totaling 2.53 carats, 5 princess-cut diamonds totaling 1.53 carats and 2 troidia-cut diamonds totaling 0.89 carats."
 B8301423,earrings,Love single earring,yellow gold,15,810.00 INR,"Love single earring, 18K yellow gold. Diameter 12mm. Sold individually."
 B8301428,earrings,Juste un Clou single earring,yellow gold,15,810.00 INR,"Juste un Clou single earring, 18K yellow gold. Diameter 12.45 mm. Sold individually."
 B8301224,earrings,Trinity earrings,"white gold, diamonds, ceramic",15,8500.00 INR,"Trinity earrings, 18K white gold, black ceramic, set with 28 brilliant-cut diamonds totaling 0.43 carats."
 HP800935,earrings,Faune et Flore de Cartier earrings,"white gold, diamonds",15,85500.00 INR,"Earrings - 950â€° platinum, emeralds, brilliant-cut diamonds."
 N8515102,earrings,Etincelle de Cartier earrings,"pink gold, diamonds",15,9300.00 INR,"Etincelle de Cartier earrings, 18K pink gold, each set with 12 brilliant-cut diamonds totaling 0.45 carats."
 H8000125,earrings,Les Oiseaux LibÃ©rÃ©s earrings,"white gold, emeralds, sapphires, mother-of-pearl, diamonds",15,93500.00 INR,"Les Oiseaux LibÃ©rÃ©s earrings, 18K white gold, gray mother-of pearl, emerald, sapphire, 2 drop-shaped emeralds, each set with 186 brilliant-cut diamonds totaling 0.96 carats."
 N8515103,earrings,Etincelle de Cartier earrings,"white gold, diamonds",15,9950.00 INR,"Etincelle de Cartier earrings, 18K white gold, each set with 12 brilliant-cut diamonds totaling 0.45 carats."
 N7424119,necklaces,PanthÃ¨re de Cartier necklace,"white gold, emeralds, onyx",20,100000.00 INR,"PanthÃ¨re de Cartier necklace, 18K white gold, set with 491 brilliant-cut diamonds totaling 3.39 carats, a faceted onyx bead, emeralds and onyx."
